Sensor-id,Timestamp,Sensor-id,Long,Lat,Value,geometry,index_right,Id,Nbrhood
1,2020-04-08 02:00:00,1.0,-119.966507,0.187861,27.738968055555556,POINT (-119.966507 0.187861),0.0,1.0,Palace Hills
1,2020-04-08 03:00:00,1.0,-119.966507,0.187861,28.63570138888889,POINT (-119.966507 0.187861),0.0,1.0,Palace Hills
1,2020-04-08 04:00:00,1.0,-119.966507,0.187861,29.811527777777776,POINT (-119.966507 0.187861),0.0,1.0,Palace Hills
1,2020-04-08 05:00:00,1.0,-119.966507,0.187861,30.832195833333333,POINT (-119.966507 0.187861),0.0,1.0,Palace Hills
1,2020-04-08 06:00:00,1.0,-119.966507,0.187861,33.26980833333333,POINT (-119.966507 0.187861),0.0,1.0,Palace Hills
1,2020-04-08 07:00:00,1.0,-119.96597034861111,0.18786528055555557,34.37743888888889,POINT (-119.96597034861111 0.1878652805555556),0.0,1.0,Palace Hills
1,2020-04-08 08:00:00,1.0,-119.88714618335685,0.16496556135401974,35.085475317348376,POINT (-119.88714618335685 0.1649655613540197),14.0,15.0,Weston
1,2020-04-08 09:00:00,1.0,-119.862586,0.145411,36.372,POINT (-119.862586 0.145411),13.0,14.0,Easton
1,2020-04-08 10:00:00,1.0,-119.862586,0.145411,36.372,POINT (-119.862586 0.145411),13.0,14.0,Easton
1,2020-04-08 11:00:00,1.0,-119.862586,0.145411,36.372,POINT (-119.862586 0.145411),13.0,14.0,Easton
1,2020-04-08 12:00:00,1.0,-119.862586,0.145411,36.372,POINT (-119.862586 0.145411),13.0,14.0,Easton
1,2020-04-08 13:00:00,1.0,-119.862586,0.145411,36.372,POINT (-119.862586 0.145411),13.0,14.0,Easton
1,2020-04-08 14:00:00,1.0,-119.862586,0.145411,36.372,POINT (-119.862586 0.145411),13.0,14.0,Easton
1,2020-04-08 15:00:00,1.0,-119.862586,0.145411,36.372,POINT (-119.862586 0.145411),13.0,14.0,Easton
1,2020-04-08 16:00:00,1.0,-119.89654578333332,0.1522491361111111,36.372,POINT (-119.89654578333332 0.1522491361111111),14.0,15.0,Weston
1,2020-04-08 17:00:00,1.0,-119.95965451944444,0.18444357777777778,36.372,POINT (-119.95965451944444 0.1844435777777778),0.0,1.0,Palace Hills
1,2020-04-08 18:00:00,1.0,-119.96357397083332,0.18662469166666668,36.372,POINT (-119.96357397083332 0.1866246916666667),0.0,1.0,Palace Hills
1,2020-04-08 19:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-08 20:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-08 21:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-08 22:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-08 23:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 00:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 01:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 02:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 03:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 04:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 05:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 06:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 07:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 08:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 09:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 10:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 11:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 12:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 13:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 14:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 15:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 16:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 17:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 18:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 19:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 20:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 21:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 22:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-09 23:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 00:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 01:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 02:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 03:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 04:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 05:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 06:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 07:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 08:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 09:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 10:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 11:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 12:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 13:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 14:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 15:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 16:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 17:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 18:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 19:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 20:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 21:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 22:00:00,1.0,-119.966506,0.187913,36.372,POINT (-119.966506 0.187913),0.0,1.0,Palace Hills
1,2020-04-10 23:00:00,1.0,-119.96650600000001,0.18791300000000002,36.372,POINT (-119.96650600000001 0.187913),0.0,1.0,Palace Hills
2,2020-04-06 00:00:00,2.0,-119.96723,0.174,21.842491666666664,POINT (-119.96723 0.174),0.0,1.0,Palace Hills
2,2020-04-06 01:00:00,2.0,-119.96723,0.174,21.945880555555554,POINT (-119.96723 0.174),0.0,1.0,Palace Hills
2,2020-04-06 02:00:00,2.0,-119.96723,0.174,21.913158333333335,POINT (-119.96723 0.174),0.0,1.0,Palace Hills
2,2020-04-06 03:00:00,2.0,-119.96723,0.174,22.123491666666666,POINT (-119.96723 0.174),0.0,1.0,Palace Hills
2,2020-04-06 04:00:00,2.0,-119.96723,0.174,22.262991666666665,POINT (-119.96723 0.174),0.0,1.0,Palace Hills
2,2020-04-06 05:00:00,2.0,-119.96723,0.174,22.641380555555557,POINT (-119.96723 0.174),0.0,1.0,Palace Hills
2,2020-04-06 06:00:00,2.0,-119.96723,0.174,23.408658333333335,POINT (-119.96723 0.174),0.0,1.0,Palace Hills
2,2020-04-06 07:00:00,2.0,-119.96092996805557,0.17039842083333331,23.16204722222222,POINT (-119.96092996805557 0.1703984208333333),0.0,1.0,Palace Hills
2,2020-04-06 08:00:00,2.0,-119.88963072361112,0.1308647263888889,23.347380555555556,POINT (-119.88963072361112 0.1308647263888889),15.0,16.0,Southton
2,2020-04-06 09:00:00,2.0,-119.88346400000002,0.125398,24.803467118157513,POINT (-119.88346400000002 0.125398),15.0,16.0,Southton
2,2020-04-06 10:00:00,2.0,-119.88346400000002,0.125398,23.658324999999998,POINT (-119.88346400000002 0.125398),15.0,16.0,Southton
2,2020-04-06 11:00:00,2.0,-119.88346400000002,0.125398,24.19921388888889,POINT (-119.88346400000002 0.125398),15.0,16.0,Southton
2,2020-04-06 12:00:00,2.0,-119.88346400000002,0.125398,24.431769444444445,POINT (-119.88346400000002 0.125398),15.0,16.0,Southton
2,2020-04-06 13:00:00,2.0,-119.88346400000002,0.125398,24.465713888888885,POINT (-119.88346400000002 0.125398),15.0,16.0,Southton
2,2020-04-06 14:00:00,2.0,-119.88346400000002,0.125398,25.05521388888889,POINT (-119.88346400000002 0.125398),15.0,16.0,Southton
2,2020-04-06 15:00:00,2.0,-119.88346400000002,0.125398,24.636380555555554,POINT (-119.88346400000002 0.125398),15.0,16.0,Southton
2,2020-04-06 16:00:00,2.0,-119.88860358938548,0.12547857541899443,25.26342667597765,POINT (-119.88860358938548 0.1254785754189944),15.0,16.0,Southton
2,2020-04-06 17:00:00,2.0,-119.95568516833096,0.15982623537803137,25.362586733238228,POINT (-119.95568516833096 0.1598262353780314),0.0,1.0,Palace Hills
2,2020-04-06 18:00:00,2.0,-119.952187,0.152946,25.903491666666664,POINT (-119.952187 0.152946),0.0,1.0,Palace Hills
2,2020-04-06 19:00:00,2.0,-119.952187,0.152946,26.240213888888892,POINT (-119.952187 0.152946),0.0,1.0,Palace Hills
2,2020-04-06 20:00:00,2.0,-119.9617621138889,0.16608957638888888,26.947769444444443,POINT (-119.9617621138889 0.1660895763888889),0.0,1.0,Palace Hills
2,2020-04-06 21:00:00,2.0,-119.96719500000002,0.173888,29.22754722222222,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-06 22:00:00,2.0,-119.96719500000002,0.173888,27.930004814830127,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-06 23:00:00,2.0,-119.96719500000002,0.173888,27.289880555555555,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-07 00:00:00,2.0,-119.96719500000002,0.173888,27.516880555555552,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-07 01:00:00,2.0,-119.96719500000002,0.173888,27.934158333333336,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-07 02:00:00,2.0,-119.96719500000002,0.173888,27.83754722222222,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-07 03:00:00,2.0,-119.96719500000002,0.173888,28.14093611111111,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-07 04:00:00,2.0,-119.96719500000002,0.173888,28.199880555555556,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-07 05:00:00,2.0,-119.96719500000002,0.173888,29.668618512177435,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-07 06:00:00,2.0,-119.96719500000002,0.173888,28.773325000000003,POINT (-119.96719500000002 0.173888),0.0,1.0,Palace Hills
2,2020-04-07 07:00:00,2.0,-119.93206923472222,0.15551583888888887,29.071158333333333,POINT (-119.93206923472222 0.1555158388888889),1.0,2.0,Northwest
2,2020-04-07 08:00:00,2.0,-119.883466,0.125398,29.64815833333333,POINT (-119.883466 0.125398),15.0,16.0,Southton
2,2020-04-07 09:00:00,2.0,-119.883466,0.125398,29.715436111111114,POINT (-119.883466 0.125398),15.0,16.0,Southton
2,2020-04-07 10:00:00,2.0,-119.883466,0.125398,30.30354722222222,POINT (-119.883466 0.125398),15.0,16.0,Southton
2,2020-04-07 11:00:00,2.0,-119.883466,0.125398,30.09165833333333,POINT (-119.883466 0.125398),15.0,16.0,Southton
2,2020-04-07 12:00:00,2.0,-119.883466,0.125398,30.16171388888889,POINT (-119.883466 0.125398),15.0,16.0,Southton
2,2020-04-07 13:00:00,2.0,-119.883466,0.125398,30.962325,POINT (-119.883466 0.125398),15.0,16.0,Southton
2,2020-04-07 14:00:00,2.0,-119.883466,0.125398,30.82404722222222,POINT (-119.883466 0.125398),15.0,16.0,Southton
2,2020-04-07 15:00:00,2.0,-119.883466,0.125398,32.317660188924876,POINT (-119.883466 0.125398),15.0,16.0,Southton
2,2020-04-07 16:00:00,2.0,-119.89093365915494,0.12600121971830988,31.556504154929577,POINT (-119.89093365915494 0.1260012197183099),15.0,16.0,Southton
2,2020-04-07 17:00:00,2.0,-119.9615077440225,0.16752163713080168,32.031622995780594,POINT (-119.9615077440225 0.1675216371308017),0.0,1.0,Palace Hills
2,2020-04-07 18:00:00,2.0,-119.96719399999999,0.173895,32.39176944444444,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-07 19:00:00,2.0,-119.96719399999999,0.173895,32.517380555555555,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-07 20:00:00,2.0,-119.96719399999999,0.173895,32.572158333333334,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-07 21:00:00,2.0,-119.96719399999999,0.173895,32.97693611111111,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-07 22:00:00,2.0,-119.96719399999999,0.173895,33.30115833333333,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-07 23:00:00,2.0,-119.96719399999999,0.173895,34.7336431588008,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-08 00:00:00,2.0,-119.96719399999999,0.173895,33.569047222222224,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-08 01:00:00,2.0,-119.96719399999999,0.173895,34.00854722222222,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-08 02:00:00,2.0,-119.96719399999999,0.173895,34.204991666666665,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-08 03:00:00,2.0,-119.96719399999999,0.173895,34.166713888888886,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-08 04:00:00,2.0,-119.96719399999999,0.173895,33.099269444444445,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-08 05:00:00,2.0,-119.96719399999999,0.173895,33.67071388888889,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-08 06:00:00,2.0,-119.96719399999999,0.173895,35.208825,POINT (-119.96719399999999 0.173895),0.0,1.0,Palace Hills
2,2020-04-08 07:00:00,2.0,-119.91616115,0.1462737736111111,35.198325000000004,POINT (-119.91616115 0.1462737736111111),5.0,6.0,Downtown
2,2020-04-08 08:00:00,2.0,-119.88355800000001,0.125339,35.72303039142659,POINT (-119.88355800000001 0.125339),15.0,16.0,Southton
2,2020-04-08 09:00:00,2.0,-119.88355799999998,0.125339,35.923778483871324,POINT (-119.88355799999998 0.125339),15.0,16.0,Southton
2,2020-04-08 10:00:00,2.0,-119.93528997536947,0.13159183087027915,36.505277830130524,POINT (-119.93528997536947 0.1315918308702792),4.0,5.0,Southwest
2,2020-04-08 11:00:00,2.0,-119.96897,0.12353999999999998,37.48075326077841,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 12:00:00,2.0,-119.96897,0.12353999999999998,36.969995488069515,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 13:00:00,2.0,-119.96897,0.12353999999999998,37.00705891212943,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 14:00:00,2.0,-119.96897,0.12353999999999998,37.01921958290351,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 15:00:00,2.0,-119.96897,0.12353999999999998,37.914610022032186,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 16:00:00,2.0,-119.96897,0.12353999999999998,37.754246305969545,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 17:00:00,2.0,-119.96897,0.12353999999999998,37.56759328641719,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 18:00:00,2.0,-119.96897,0.12353999999999998,38.216739923155906,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 19:00:00,2.0,-119.96897,0.12353999999999998,38.069329698698006,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 20:00:00,2.0,-119.96897,0.12353999999999998,39.63736084388861,POINT (-119.96897 0.12354),0.0,1.0,Palace Hills
2,2020-04-08 21:00:00,2.0,-119.96781643333333,0.12590105555555556,38.9530310908928,POINT (-119.96781643333333 0.1259010555555556),0.0,1.0,Palace Hills
2,2020-04-08 22:00:00,2.0,-119.9665449111111,0.17265314722222222,39.377474205080226,POINT (-119.9665449111111 0.1726531472222222),0.0,1.0,Palace Hills
2,2020-04-08 23:00:00,2.0,-119.967196,0.173902,41.41360075464032,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
2,2020-04-09 00:00:00,2.0,-119.967196,0.173902,39.966496229997304,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
2,2020-04-09 01:00:00,2.0,-119.967196,0.173902,40.206862191269515,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
2,2020-04-09 02:00:00,2.0,-119.967196,0.173902,40.35367423873135,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
2,2020-04-09 03:00:00,2.0,-119.967196,0.173902,40.56720474806511,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
2,2020-04-09 04:00:00,2.0,-119.967196,0.173902,42.387012339878765,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
2,2020-04-09 05:00:00,2.0,-119.967196,0.173902,41.12694845587011,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
2,2020-04-09 06:00:00,2.0,-119.967196,0.173902,41.41498143262402,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
2,2020-04-09 07:00:00,2.0,-119.967196,0.173902,42.920537384882934,POINT (-119.967196 0.173902),0.0,1.0,Palace Hills
