,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
548,2020-04-10 02:00:00,3,23.8,4,12.52,4.61
552,2020-04-10 03:00:00,3,22.12,4,14.23,4.6
556,2020-04-10 04:00:00,3,19.15,4,14.04,4.58
560,2020-04-10 05:00:00,3,9.62,4,12.91,4.51
565,2020-04-10 06:00:00,3,21.77,4,22.76,4.37
568,2020-04-10 07:00:00,3,13.6,4,9.86,4.17
574,2020-04-10 08:00:00,3,20.86,4,14.53,3.96
581,2020-04-10 09:00:00,3,17.23,4,20.49,3.88
583,2020-04-10 10:00:00,3,26.84,4,27.06,3.96
587,2020-04-10 11:00:00,3,5.76,4,19.74,4.17
593,2020-04-10 12:00:00,3,27.42,4,15.46,4.37
597,2020-04-10 13:00:00,3,532.81,4,15.75,4.51
602,2020-04-10 14:00:00,3,23.12,4,20.2,4.58
607,2020-04-10 15:00:00,3,25.48,4,21.42,4.6
609,2020-04-10 16:00:00,3,20.47,4,9.25,4.61
614,2020-04-10 17:00:00,3,28.14,4,13.34,4.61
620,2020-04-10 18:00:00,3,18.93,4,16.81,4.61
625,2020-04-10 19:00:00,3,29.37,4,13.2,4.61
630,2020-04-10 20:00:00,3,12.12,4,25.31,4.61
636,2020-04-10 21:00:00,3,3.15,4,24.61,4.61
642,2020-04-10 22:00:00,3,17.4,4,12.53,4.61
648,2020-04-10 23:00:00,3,14.28,4,9.47,4.61
