,Timestamp,Sensor-id,Value,closest_static,closest_value,closest_distance
426,2020-04-09 07:00:00,45,41.22,11,12.98,5.61
430,2020-04-09 19:00:00,45,956.11,14,17.72,7.2
433,2020-04-09 20:00:00,45,1528.01,14,20.24,8.6
435,2020-04-09 21:00:00,45,1524.64,14,10.98,9.56
439,2020-04-09 22:00:00,45,1517.38,14,17.8,10.07
442,2020-04-09 23:00:00,45,1517.15,14,23.88,10.29
447,2020-04-10 00:00:00,45,1531.29,14,21.25,10.35
451,2020-04-10 02:00:00,45,1521.02,14,18.9,10.37
453,2020-04-10 03:00:00,45,1516.0,14,9.44,10.38
456,2020-04-10 04:00:00,45,1528.28,14,19.84,10.38
459,2020-04-10 05:00:00,45,1519.57,14,12.37,10.38
461,2020-04-10 06:00:00,45,1079.52,14,15.55,10.38
