,Sensor-id,Timestamp,Long,Lat,Value,Nbrhood
5790,1,2020-04-10 00:30:00,-119.966506,0.187913,36.372,Palace Hills
5791,1,2020-04-10 00:31:00,-119.966506,0.187913,36.372,Palace Hills
5792,1,2020-04-10 00:32:00,-119.966506,0.187913,36.372,Palace Hills
5793,1,2020-04-10 00:33:00,-119.966506,0.187913,36.372,Palace Hills
5794,1,2020-04-10 00:34:00,-119.966506,0.187913,36.372,Palace Hills
5795,1,2020-04-10 00:35:00,-119.966506,0.187913,36.372,Palace Hills
5796,1,2020-04-10 00:36:00,-119.966506,0.187913,36.372,Palace Hills
5797,1,2020-04-10 00:37:00,-119.966506,0.187913,36.372,Palace Hills
5798,1,2020-04-10 00:38:00,-119.966506,0.187913,36.372,Palace Hills
5799,1,2020-04-10 00:39:00,-119.966506,0.187913,36.372,Palace Hills
5800,1,2020-04-10 00:40:00,-119.966506,0.187913,36.372,Palace Hills
5801,1,2020-04-10 00:41:00,-119.966506,0.187913,36.372,Palace Hills
5802,1,2020-04-10 00:42:00,-119.966506,0.187913,36.372,Palace Hills
5803,1,2020-04-10 00:43:00,-119.966506,0.187913,36.372,Palace Hills
5804,1,2020-04-10 00:44:00,-119.966506,0.187913,36.372,Palace Hills
5805,1,2020-04-10 00:45:00,-119.966506,0.187913,36.372,Palace Hills
5806,1,2020-04-10 00:46:00,-119.966506,0.187913,36.372,Palace Hills
5807,1,2020-04-10 00:47:00,-119.966506,0.187913,36.372,Palace Hills
5808,1,2020-04-10 00:48:00,-119.966506,0.187913,36.372,Palace Hills
5809,1,2020-04-10 00:49:00,-119.966506,0.187913,36.372,Palace Hills
5810,1,2020-04-10 00:50:00,-119.966506,0.187913,36.372,Palace Hills
5811,1,2020-04-10 00:51:00,-119.966506,0.187913,36.372,Palace Hills
5812,1,2020-04-10 00:52:00,-119.966506,0.187913,36.372,Palace Hills
5813,1,2020-04-10 00:53:00,-119.966506,0.187913,36.372,Palace Hills
5814,1,2020-04-10 00:54:00,-119.966506,0.187913,36.372,Palace Hills
5815,1,2020-04-10 00:55:00,-119.966506,0.187913,36.372,Palace Hills
5816,1,2020-04-10 00:56:00,-119.966506,0.187913,36.372,Palace Hills
5817,1,2020-04-10 00:57:00,-119.966506,0.187913,36.372,Palace Hills
5818,1,2020-04-10 00:58:00,-119.966506,0.187913,36.372,Palace Hills
5819,1,2020-04-10 00:59:00,-119.966506,0.187913,36.372,Palace Hills
5820,1,2020-04-10 01:00:00,-119.966506,0.187913,36.372,Palace Hills
5821,1,2020-04-10 01:01:00,-119.966506,0.187913,36.372,Palace Hills
5822,1,2020-04-10 01:02:00,-119.966506,0.187913,36.372,Palace Hills
5823,1,2020-04-10 01:03:00,-119.966506,0.187913,36.372,Palace Hills
5824,1,2020-04-10 01:04:00,-119.966506,0.187913,36.372,Palace Hills
5825,1,2020-04-10 01:05:00,-119.966506,0.187913,36.372,Palace Hills
5826,1,2020-04-10 01:06:00,-119.966506,0.187913,36.372,Palace Hills
5827,1,2020-04-10 01:07:00,-119.966506,0.187913,36.372,Palace Hills
5828,1,2020-04-10 01:08:00,-119.966506,0.187913,36.372,Palace Hills
5829,1,2020-04-10 01:09:00,-119.966506,0.187913,36.372,Palace Hills
5830,1,2020-04-10 01:10:00,-119.966506,0.187913,36.372,Palace Hills
5831,1,2020-04-10 01:11:00,-119.966506,0.187913,36.372,Palace Hills
5832,1,2020-04-10 01:12:00,-119.966506,0.187913,36.372,Palace Hills
5833,1,2020-04-10 01:13:00,-119.966506,0.187913,36.372,Palace Hills
5834,1,2020-04-10 01:14:00,-119.966506,0.187913,36.372,Palace Hills
5835,1,2020-04-10 01:15:00,-119.966506,0.187913,36.372,Palace Hills
5836,1,2020-04-10 01:16:00,-119.966506,0.187913,36.372,Palace Hills
5837,1,2020-04-10 01:17:00,-119.966506,0.187913,36.372,Palace Hills
5838,1,2020-04-10 01:18:00,-119.966506,0.187913,36.372,Palace Hills
5839,1,2020-04-10 01:19:00,-119.966506,0.187913,36.372,Palace Hills
5840,1,2020-04-10 01:20:00,-119.966506,0.187913,36.372,Palace Hills
5841,1,2020-04-10 01:21:00,-119.966506,0.187913,36.372,Palace Hills
5842,1,2020-04-10 01:22:00,-119.966506,0.187913,36.372,Palace Hills
5843,1,2020-04-10 01:23:00,-119.966506,0.187913,36.372,Palace Hills
5844,1,2020-04-10 01:24:00,-119.966506,0.187913,36.372,Palace Hills
5845,1,2020-04-10 01:25:00,-119.966506,0.187913,36.372,Palace Hills
5846,1,2020-04-10 01:26:00,-119.966506,0.187913,36.372,Palace Hills
5847,1,2020-04-10 01:27:00,-119.966506,0.187913,36.372,Palace Hills
5848,1,2020-04-10 01:28:00,-119.966506,0.187913,36.372,Palace Hills
5849,1,2020-04-10 01:29:00,-119.966506,0.187913,36.372,Palace Hills
5850,1,2020-04-10 01:30:00,-119.966506,0.187913,36.372,Palace Hills
5851,1,2020-04-10 01:31:00,-119.966506,0.187913,36.372,Palace Hills
5852,1,2020-04-10 01:32:00,-119.966506,0.187913,36.372,Palace Hills
5853,1,2020-04-10 01:33:00,-119.966506,0.187913,36.372,Palace Hills
5854,1,2020-04-10 01:34:00,-119.966506,0.187913,36.372,Palace Hills
5855,1,2020-04-10 01:35:00,-119.966506,0.187913,36.372,Palace Hills
5856,1,2020-04-10 01:36:00,-119.966506,0.187913,36.372,Palace Hills
5857,1,2020-04-10 01:37:00,-119.966506,0.187913,36.372,Palace Hills
5858,1,2020-04-10 01:38:00,-119.966506,0.187913,36.372,Palace Hills
5859,1,2020-04-10 01:39:00,-119.966506,0.187913,36.372,Palace Hills
5860,1,2020-04-10 01:40:00,-119.966506,0.187913,36.372,Palace Hills
5861,1,2020-04-10 01:41:00,-119.966506,0.187913,36.372,Palace Hills
5862,1,2020-04-10 01:42:00,-119.966506,0.187913,36.372,Palace Hills
5863,1,2020-04-10 01:43:00,-119.966506,0.187913,36.372,Palace Hills
5864,1,2020-04-10 01:44:00,-119.966506,0.187913,36.372,Palace Hills
5865,1,2020-04-10 01:45:00,-119.966506,0.187913,36.372,Palace Hills
5866,1,2020-04-10 01:46:00,-119.966506,0.187913,36.372,Palace Hills
5867,1,2020-04-10 01:47:00,-119.966506,0.187913,36.372,Palace Hills
5868,1,2020-04-10 01:48:00,-119.966506,0.187913,36.372,Palace Hills
5869,1,2020-04-10 01:49:00,-119.966506,0.187913,36.372,Palace Hills
5870,1,2020-04-10 01:50:00,-119.966506,0.187913,36.372,Palace Hills
5871,1,2020-04-10 01:51:00,-119.966506,0.187913,36.372,Palace Hills
5872,1,2020-04-10 01:52:00,-119.966506,0.187913,36.372,Palace Hills
5873,1,2020-04-10 01:53:00,-119.966506,0.187913,36.372,Palace Hills
5874,1,2020-04-10 01:54:00,-119.966506,0.187913,36.372,Palace Hills
5875,1,2020-04-10 01:55:00,-119.966506,0.187913,36.372,Palace Hills
5876,1,2020-04-10 01:56:00,-119.966506,0.187913,36.372,Palace Hills
5877,1,2020-04-10 01:57:00,-119.966506,0.187913,36.372,Palace Hills
5878,1,2020-04-10 01:58:00,-119.966506,0.187913,36.372,Palace Hills
5879,1,2020-04-10 01:59:00,-119.966506,0.187913,36.372,Palace Hills
5880,1,2020-04-10 02:00:00,-119.966506,0.187913,36.372,Palace Hills
5881,1,2020-04-10 02:01:00,-119.966506,0.187913,36.372,Palace Hills
5882,1,2020-04-10 02:02:00,-119.966506,0.187913,36.372,Palace Hills
5883,1,2020-04-10 02:03:00,-119.966506,0.187913,36.372,Palace Hills
5884,1,2020-04-10 02:04:00,-119.966506,0.187913,36.372,Palace Hills
5885,1,2020-04-10 02:05:00,-119.966506,0.187913,36.372,Palace Hills
5886,1,2020-04-10 02:06:00,-119.966506,0.187913,36.372,Palace Hills
5887,1,2020-04-10 02:07:00,-119.966506,0.187913,36.372,Palace Hills
5888,1,2020-04-10 02:08:00,-119.966506,0.187913,36.372,Palace Hills
5889,1,2020-04-10 02:09:00,-119.966506,0.187913,36.372,Palace Hills
5890,1,2020-04-10 02:10:00,-119.966506,0.187913,36.372,Palace Hills
5891,1,2020-04-10 02:11:00,-119.966506,0.187913,36.372,Palace Hills
5892,1,2020-04-10 02:12:00,-119.966506,0.187913,36.372,Palace Hills
5893,1,2020-04-10 02:13:00,-119.966506,0.187913,36.372,Palace Hills
5894,1,2020-04-10 02:14:00,-119.966506,0.187913,36.372,Palace Hills
5895,1,2020-04-10 02:15:00,-119.966506,0.187913,36.372,Palace Hills
5896,1,2020-04-10 02:16:00,-119.966506,0.187913,36.372,Palace Hills
5897,1,2020-04-10 02:17:00,-119.966506,0.187913,36.372,Palace Hills
5898,1,2020-04-10 02:18:00,-119.966506,0.187913,36.372,Palace Hills
5899,1,2020-04-10 02:19:00,-119.966506,0.187913,36.372,Palace Hills
5900,1,2020-04-10 02:20:00,-119.966506,0.187913,36.372,Palace Hills
5901,1,2020-04-10 02:21:00,-119.966506,0.187913,36.372,Palace Hills
5902,1,2020-04-10 02:22:00,-119.966506,0.187913,36.372,Palace Hills
5903,1,2020-04-10 02:23:00,-119.966506,0.187913,36.372,Palace Hills
5904,1,2020-04-10 02:24:00,-119.966506,0.187913,36.372,Palace Hills
5905,1,2020-04-10 02:25:00,-119.966506,0.187913,36.372,Palace Hills
5906,1,2020-04-10 02:26:00,-119.966506,0.187913,36.372,Palace Hills
5907,1,2020-04-10 02:27:00,-119.966506,0.187913,36.372,Palace Hills
5908,1,2020-04-10 02:28:00,-119.966506,0.187913,36.372,Palace Hills
5909,1,2020-04-10 02:29:00,-119.966506,0.187913,36.372,Palace Hills
5910,1,2020-04-10 02:30:00,-119.966506,0.187913,36.372,Palace Hills
5911,1,2020-04-10 02:31:00,-119.966506,0.187913,36.372,Palace Hills
5912,1,2020-04-10 02:32:00,-119.966506,0.187913,36.372,Palace Hills
5913,1,2020-04-10 02:33:00,-119.966506,0.187913,36.372,Palace Hills
5914,1,2020-04-10 02:34:00,-119.966506,0.187913,36.372,Palace Hills
5915,1,2020-04-10 02:35:00,-119.966506,0.187913,36.372,Palace Hills
5916,1,2020-04-10 02:36:00,-119.966506,0.187913,36.372,Palace Hills
5917,1,2020-04-10 02:37:00,-119.966506,0.187913,36.372,Palace Hills
5918,1,2020-04-10 02:38:00,-119.966506,0.187913,36.372,Palace Hills
5919,1,2020-04-10 02:39:00,-119.966506,0.187913,36.372,Palace Hills
5920,1,2020-04-10 02:40:00,-119.966506,0.187913,36.372,Palace Hills
5921,1,2020-04-10 02:41:00,-119.966506,0.187913,36.372,Palace Hills
5922,1,2020-04-10 02:42:00,-119.966506,0.187913,36.372,Palace Hills
5923,1,2020-04-10 02:43:00,-119.966506,0.187913,36.372,Palace Hills
5924,1,2020-04-10 02:44:00,-119.966506,0.187913,36.372,Palace Hills
5925,1,2020-04-10 02:45:00,-119.966506,0.187913,36.372,Palace Hills
5926,1,2020-04-10 02:46:00,-119.966506,0.187913,36.372,Palace Hills
5927,1,2020-04-10 02:47:00,-119.966506,0.187913,36.372,Palace Hills
5928,1,2020-04-10 02:48:00,-119.966506,0.187913,36.372,Palace Hills
5929,1,2020-04-10 02:49:00,-119.966506,0.187913,36.372,Palace Hills
5930,1,2020-04-10 02:50:00,-119.966506,0.187913,36.372,Palace Hills
5931,1,2020-04-10 02:51:00,-119.966506,0.187913,36.372,Palace Hills
5932,1,2020-04-10 02:52:00,-119.966506,0.187913,36.372,Palace Hills
5933,1,2020-04-10 02:53:00,-119.966506,0.187913,36.372,Palace Hills
5934,1,2020-04-10 02:54:00,-119.966506,0.187913,36.372,Palace Hills
5935,1,2020-04-10 02:55:00,-119.966506,0.187913,36.372,Palace Hills
5936,1,2020-04-10 02:56:00,-119.966506,0.187913,36.372,Palace Hills
5937,1,2020-04-10 02:57:00,-119.966506,0.187913,36.372,Palace Hills
5938,1,2020-04-10 02:58:00,-119.966506,0.187913,36.372,Palace Hills
5939,1,2020-04-10 02:59:00,-119.966506,0.187913,36.372,Palace Hills
5940,1,2020-04-10 03:00:00,-119.966506,0.187913,36.372,Palace Hills
5941,1,2020-04-10 03:01:00,-119.966506,0.187913,36.372,Palace Hills
5942,1,2020-04-10 03:02:00,-119.966506,0.187913,36.372,Palace Hills
5943,1,2020-04-10 03:03:00,-119.966506,0.187913,36.372,Palace Hills
5944,1,2020-04-10 03:04:00,-119.966506,0.187913,36.372,Palace Hills
5945,1,2020-04-10 03:05:00,-119.966506,0.187913,36.372,Palace Hills
5946,1,2020-04-10 03:06:00,-119.966506,0.187913,36.372,Palace Hills
5947,1,2020-04-10 03:07:00,-119.966506,0.187913,36.372,Palace Hills
5948,1,2020-04-10 03:08:00,-119.966506,0.187913,36.372,Palace Hills
5949,1,2020-04-10 03:09:00,-119.966506,0.187913,36.372,Palace Hills
5950,1,2020-04-10 03:10:00,-119.966506,0.187913,36.372,Palace Hills
5951,1,2020-04-10 03:11:00,-119.966506,0.187913,36.372,Palace Hills
5952,1,2020-04-10 03:12:00,-119.966506,0.187913,36.372,Palace Hills
5953,1,2020-04-10 03:13:00,-119.966506,0.187913,36.372,Palace Hills
5954,1,2020-04-10 03:14:00,-119.966506,0.187913,36.372,Palace Hills
5955,1,2020-04-10 03:15:00,-119.966506,0.187913,36.372,Palace Hills
5956,1,2020-04-10 03:16:00,-119.966506,0.187913,36.372,Palace Hills
5957,1,2020-04-10 03:17:00,-119.966506,0.187913,36.372,Palace Hills
5958,1,2020-04-10 03:18:00,-119.966506,0.187913,36.372,Palace Hills
5959,1,2020-04-10 03:19:00,-119.966506,0.187913,36.372,Palace Hills
5960,1,2020-04-10 03:20:00,-119.966506,0.187913,36.372,Palace Hills
5961,1,2020-04-10 03:21:00,-119.966506,0.187913,36.372,Palace Hills
5962,1,2020-04-10 03:22:00,-119.966506,0.187913,36.372,Palace Hills
5963,1,2020-04-10 03:23:00,-119.966506,0.187913,36.372,Palace Hills
5964,1,2020-04-10 03:24:00,-119.966506,0.187913,36.372,Palace Hills
5965,1,2020-04-10 03:25:00,-119.966506,0.187913,36.372,Palace Hills
5966,1,2020-04-10 03:26:00,-119.966506,0.187913,36.372,Palace Hills
5967,1,2020-04-10 03:27:00,-119.966506,0.187913,36.372,Palace Hills
5968,1,2020-04-10 03:28:00,-119.966506,0.187913,36.372,Palace Hills
5969,1,2020-04-10 03:29:00,-119.966506,0.187913,36.372,Palace Hills
5970,1,2020-04-10 03:30:00,-119.966506,0.187913,36.372,Palace Hills
5971,1,2020-04-10 03:31:00,-119.966506,0.187913,36.372,Palace Hills
5972,1,2020-04-10 03:32:00,-119.966506,0.187913,36.372,Palace Hills
5973,1,2020-04-10 03:33:00,-119.966506,0.187913,36.372,Palace Hills
5974,1,2020-04-10 03:34:00,-119.966506,0.187913,36.372,Palace Hills
5975,1,2020-04-10 03:35:00,-119.966506,0.187913,36.372,Palace Hills
5976,1,2020-04-10 03:36:00,-119.966506,0.187913,36.372,Palace Hills
5977,1,2020-04-10 03:37:00,-119.966506,0.187913,36.372,Palace Hills
5978,1,2020-04-10 03:38:00,-119.966506,0.187913,36.372,Palace Hills
5979,1,2020-04-10 03:39:00,-119.966506,0.187913,36.372,Palace Hills
5980,1,2020-04-10 03:40:00,-119.966506,0.187913,36.372,Palace Hills
5981,1,2020-04-10 03:41:00,-119.966506,0.187913,36.372,Palace Hills
5982,1,2020-04-10 03:42:00,-119.966506,0.187913,36.372,Palace Hills
5983,1,2020-04-10 03:43:00,-119.966506,0.187913,36.372,Palace Hills
5984,1,2020-04-10 03:44:00,-119.966506,0.187913,36.372,Palace Hills
5985,1,2020-04-10 03:45:00,-119.966506,0.187913,36.372,Palace Hills
5986,1,2020-04-10 03:46:00,-119.966506,0.187913,36.372,Palace Hills
5987,1,2020-04-10 03:47:00,-119.966506,0.187913,36.372,Palace Hills
5988,1,2020-04-10 03:48:00,-119.966506,0.187913,36.372,Palace Hills
5989,1,2020-04-10 03:49:00,-119.966506,0.187913,36.372,Palace Hills
5990,1,2020-04-10 03:50:00,-119.966506,0.187913,36.372,Palace Hills
5991,1,2020-04-10 03:51:00,-119.966506,0.187913,36.372,Palace Hills
5992,1,2020-04-10 03:52:00,-119.966506,0.187913,36.372,Palace Hills
5993,1,2020-04-10 03:53:00,-119.966506,0.187913,36.372,Palace Hills
5994,1,2020-04-10 03:54:00,-119.966506,0.187913,36.372,Palace Hills
5995,1,2020-04-10 03:55:00,-119.966506,0.187913,36.372,Palace Hills
5996,1,2020-04-10 03:56:00,-119.966506,0.187913,36.372,Palace Hills
5997,1,2020-04-10 03:57:00,-119.966506,0.187913,36.372,Palace Hills
5998,1,2020-04-10 03:58:00,-119.966506,0.187913,36.372,Palace Hills
5999,1,2020-04-10 03:59:00,-119.966506,0.187913,36.372,Palace Hills
6000,1,2020-04-10 04:00:00,-119.966506,0.187913,36.372,Palace Hills
6001,1,2020-04-10 04:01:00,-119.966506,0.187913,36.372,Palace Hills
6002,1,2020-04-10 04:02:00,-119.966506,0.187913,36.372,Palace Hills
6003,1,2020-04-10 04:03:00,-119.966506,0.187913,36.372,Palace Hills
6004,1,2020-04-10 04:04:00,-119.966506,0.187913,36.372,Palace Hills
6005,1,2020-04-10 04:05:00,-119.966506,0.187913,36.372,Palace Hills
6006,1,2020-04-10 04:06:00,-119.966506,0.187913,36.372,Palace Hills
6007,1,2020-04-10 04:07:00,-119.966506,0.187913,36.372,Palace Hills
6008,1,2020-04-10 04:08:00,-119.966506,0.187913,36.372,Palace Hills
6009,1,2020-04-10 04:09:00,-119.966506,0.187913,36.372,Palace Hills
6010,1,2020-04-10 04:10:00,-119.966506,0.187913,36.372,Palace Hills
6011,1,2020-04-10 04:11:00,-119.966506,0.187913,36.372,Palace Hills
6012,1,2020-04-10 04:12:00,-119.966506,0.187913,36.372,Palace Hills
6013,1,2020-04-10 04:13:00,-119.966506,0.187913,36.372,Palace Hills
6014,1,2020-04-10 04:14:00,-119.966506,0.187913,36.372,Palace Hills
6015,1,2020-04-10 04:15:00,-119.966506,0.187913,36.372,Palace Hills
6016,1,2020-04-10 04:16:00,-119.966506,0.187913,36.372,Palace Hills
6017,1,2020-04-10 04:17:00,-119.966506,0.187913,36.372,Palace Hills
6018,1,2020-04-10 04:18:00,-119.966506,0.187913,36.372,Palace Hills
6019,1,2020-04-10 04:19:00,-119.966506,0.187913,36.372,Palace Hills
6020,1,2020-04-10 04:20:00,-119.966506,0.187913,36.372,Palace Hills
6021,1,2020-04-10 04:21:00,-119.966506,0.187913,36.372,Palace Hills
6022,1,2020-04-10 04:22:00,-119.966506,0.187913,36.372,Palace Hills
6023,1,2020-04-10 04:23:00,-119.966506,0.187913,36.372,Palace Hills
6024,1,2020-04-10 04:24:00,-119.966506,0.187913,36.372,Palace Hills
6025,1,2020-04-10 04:25:00,-119.966506,0.187913,36.372,Palace Hills
6026,1,2020-04-10 04:26:00,-119.966506,0.187913,36.372,Palace Hills
6027,1,2020-04-10 04:27:00,-119.966506,0.187913,36.372,Palace Hills
6028,1,2020-04-10 04:28:00,-119.966506,0.187913,36.372,Palace Hills
6029,1,2020-04-10 04:29:00,-119.966506,0.187913,36.372,Palace Hills
6030,1,2020-04-10 04:30:00,-119.966506,0.187913,36.372,Palace Hills
6031,1,2020-04-10 04:31:00,-119.966506,0.187913,36.372,Palace Hills
6032,1,2020-04-10 04:32:00,-119.966506,0.187913,36.372,Palace Hills
6033,1,2020-04-10 04:33:00,-119.966506,0.187913,36.372,Palace Hills
6034,1,2020-04-10 04:34:00,-119.966506,0.187913,36.372,Palace Hills
6035,1,2020-04-10 04:35:00,-119.966506,0.187913,36.372,Palace Hills
6036,1,2020-04-10 04:36:00,-119.966506,0.187913,36.372,Palace Hills
6037,1,2020-04-10 04:37:00,-119.966506,0.187913,36.372,Palace Hills
6038,1,2020-04-10 04:38:00,-119.966506,0.187913,36.372,Palace Hills
6039,1,2020-04-10 04:39:00,-119.966506,0.187913,36.372,Palace Hills
6040,1,2020-04-10 04:40:00,-119.966506,0.187913,36.372,Palace Hills
6041,1,2020-04-10 04:41:00,-119.966506,0.187913,36.372,Palace Hills
6042,1,2020-04-10 04:42:00,-119.966506,0.187913,36.372,Palace Hills
6043,1,2020-04-10 04:43:00,-119.966506,0.187913,36.372,Palace Hills
6044,1,2020-04-10 04:44:00,-119.966506,0.187913,36.372,Palace Hills
6045,1,2020-04-10 04:45:00,-119.966506,0.187913,36.372,Palace Hills
6046,1,2020-04-10 04:46:00,-119.966506,0.187913,36.372,Palace Hills
6047,1,2020-04-10 04:47:00,-119.966506,0.187913,36.372,Palace Hills
6048,1,2020-04-10 04:48:00,-119.966506,0.187913,36.372,Palace Hills
6049,1,2020-04-10 04:49:00,-119.966506,0.187913,36.372,Palace Hills
6050,1,2020-04-10 04:50:00,-119.966506,0.187913,36.372,Palace Hills
6051,1,2020-04-10 04:51:00,-119.966506,0.187913,36.372,Palace Hills
6052,1,2020-04-10 04:52:00,-119.966506,0.187913,36.372,Palace Hills
6053,1,2020-04-10 04:53:00,-119.966506,0.187913,36.372,Palace Hills
6054,1,2020-04-10 04:54:00,-119.966506,0.187913,36.372,Palace Hills
6055,1,2020-04-10 04:55:00,-119.966506,0.187913,36.372,Palace Hills
6056,1,2020-04-10 04:56:00,-119.966506,0.187913,36.372,Palace Hills
6057,1,2020-04-10 04:57:00,-119.966506,0.187913,36.372,Palace Hills
6058,1,2020-04-10 04:58:00,-119.966506,0.187913,36.372,Palace Hills
6059,1,2020-04-10 04:59:00,-119.966506,0.187913,36.372,Palace Hills
6060,1,2020-04-10 05:00:00,-119.966506,0.187913,36.372,Palace Hills
6061,1,2020-04-10 05:01:00,-119.966506,0.187913,36.372,Palace Hills
6062,1,2020-04-10 05:02:00,-119.966506,0.187913,36.372,Palace Hills
6063,1,2020-04-10 05:03:00,-119.966506,0.187913,36.372,Palace Hills
6064,1,2020-04-10 05:04:00,-119.966506,0.187913,36.372,Palace Hills
6065,1,2020-04-10 05:05:00,-119.966506,0.187913,36.372,Palace Hills
6066,1,2020-04-10 05:06:00,-119.966506,0.187913,36.372,Palace Hills
6067,1,2020-04-10 05:07:00,-119.966506,0.187913,36.372,Palace Hills
6068,1,2020-04-10 05:08:00,-119.966506,0.187913,36.372,Palace Hills
6069,1,2020-04-10 05:09:00,-119.966506,0.187913,36.372,Palace Hills
6070,1,2020-04-10 05:10:00,-119.966506,0.187913,36.372,Palace Hills
6071,1,2020-04-10 05:11:00,-119.966506,0.187913,36.372,Palace Hills
6072,1,2020-04-10 05:12:00,-119.966506,0.187913,36.372,Palace Hills
6073,1,2020-04-10 05:13:00,-119.966506,0.187913,36.372,Palace Hills
6074,1,2020-04-10 05:14:00,-119.966506,0.187913,36.372,Palace Hills
6075,1,2020-04-10 05:15:00,-119.966506,0.187913,36.372,Palace Hills
6076,1,2020-04-10 05:16:00,-119.966506,0.187913,36.372,Palace Hills
6077,1,2020-04-10 05:17:00,-119.966506,0.187913,36.372,Palace Hills
6078,1,2020-04-10 05:18:00,-119.966506,0.187913,36.372,Palace Hills
6079,1,2020-04-10 05:19:00,-119.966506,0.187913,36.372,Palace Hills
6080,1,2020-04-10 05:20:00,-119.966506,0.187913,36.372,Palace Hills
6081,1,2020-04-10 05:21:00,-119.966506,0.187913,36.372,Palace Hills
6082,1,2020-04-10 05:22:00,-119.966506,0.187913,36.372,Palace Hills
6083,1,2020-04-10 05:23:00,-119.966506,0.187913,36.372,Palace Hills
6084,1,2020-04-10 05:24:00,-119.966506,0.187913,36.372,Palace Hills
6085,1,2020-04-10 05:25:00,-119.966506,0.187913,36.372,Palace Hills
6086,1,2020-04-10 05:26:00,-119.966506,0.187913,36.372,Palace Hills
6087,1,2020-04-10 05:27:00,-119.966506,0.187913,36.372,Palace Hills
6088,1,2020-04-10 05:28:00,-119.966506,0.187913,36.372,Palace Hills
6089,1,2020-04-10 05:29:00,-119.966506,0.187913,36.372,Palace Hills
6090,1,2020-04-10 05:30:00,-119.966506,0.187913,36.372,Palace Hills
6091,1,2020-04-10 05:31:00,-119.966506,0.187913,36.372,Palace Hills
6092,1,2020-04-10 05:32:00,-119.966506,0.187913,36.372,Palace Hills
6093,1,2020-04-10 05:33:00,-119.966506,0.187913,36.372,Palace Hills
6094,1,2020-04-10 05:34:00,-119.966506,0.187913,36.372,Palace Hills
6095,1,2020-04-10 05:35:00,-119.966506,0.187913,36.372,Palace Hills
6096,1,2020-04-10 05:36:00,-119.966506,0.187913,36.372,Palace Hills
6097,1,2020-04-10 05:37:00,-119.966506,0.187913,36.372,Palace Hills
6098,1,2020-04-10 05:38:00,-119.966506,0.187913,36.372,Palace Hills
6099,1,2020-04-10 05:39:00,-119.966506,0.187913,36.372,Palace Hills
6100,1,2020-04-10 05:40:00,-119.966506,0.187913,36.372,Palace Hills
6101,1,2020-04-10 05:41:00,-119.966506,0.187913,36.372,Palace Hills
6102,1,2020-04-10 05:42:00,-119.966506,0.187913,36.372,Palace Hills
6103,1,2020-04-10 05:43:00,-119.966506,0.187913,36.372,Palace Hills
6104,1,2020-04-10 05:44:00,-119.966506,0.187913,36.372,Palace Hills
6105,1,2020-04-10 05:45:00,-119.966506,0.187913,36.372,Palace Hills
6106,1,2020-04-10 05:46:00,-119.966506,0.187913,36.372,Palace Hills
6107,1,2020-04-10 05:47:00,-119.966506,0.187913,36.372,Palace Hills
